work_id,state,constituency,work_category,work_description,lifecycle_mode,overall_risk,risk_band,primary_risk_component,secondary_risk_component,primary_reason_title,primary_reason_summary,why_it_matters,recommended_verification,confidence_or_data_availability_note,recommended_amount,sanctioned_amount,total_expenditure,expenditure_to_sanction_ratio,expenditure_event_count,peer_metric_name,peer_level,peer_group_size,peer_median,peer_mean,peer_percentile,peer_deviation,peer_comparison_text,recommendation_date,sanction_date,completion_date,implementation_duration_days,peer_duration_median,duration_deviation,timeline_comparison_text,technical_signal,technical_metric,technical_value,technical_threshold,technical_component,technical_component_contribution,available_financial_information,available_lifecycle_information,available_completion_information,data_quality_note,recommended_action_title,recommended_action_steps
WS/MP18187/2026-2027/189630,Telangana,ADILABAD(ST),Normal/Others,Providing of drinking water source Near Kavude Bheem Rao House at Bodhampally,POST_COMPLETION,12.783988326051997,LOW,Peer comparison,Deterministic compliance rule,Notable difference from peer works on number of payment events,"Compared with peer works, this work's number of payment events stands out. This work: 1. Comparable works (same work category, state, and constituency, n=100): median 1, mean 1. That is about 1.0× the peer median (above it), at the 61.5th percentile among comparable works.","This work has been recorded as completed. Although not extreme enough to trigger an automatic compliance rule, this work differs from comparable works on this measure, which contributed to its review priority.",1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.,The parliamentary term for this work's record could not be determined.,,,99165.0,,1.0,number of payment events,"same work category, state, and constituency",100.0,1.0,0.78,0.615,0.0,"This work: 1. Comparable works (same work category, state, and constituency, n=100): median 1, mean 1. That is about 1.0× the peer median (above it), at the 61.5th percentile among comparable works.",,,2026-05-02,,,,,peer_anomaly_component,payment_event,5.75,,peer_anomaly_component,5.75,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,"Completed on 2026-05-02, with ₹99,165 disbursed at completion.",The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.
WS/MP18260/2025-2026/190466,Jammu And Kashmir,SRINAGAR,Normal/Others,construction of lane by way of tiles at mokhdam mohallah tral bala,POST_COMPLETION,10.21867336347374,LOW,Peer comparison,Deterministic compliance rule,Notable difference from peer works on total expenditure,"Compared with peer works, this work's total expenditure stands out. This work: ₹126,900. Comparable works (same work category, state, and constituency, n=51): median ₹225,092, mean ₹299,744. That is about 0.6× the peer median (below it), at the 19.6th percentile among comparable works.","This work has been recorded as completed. Although not extreme enough to trigger an automatic compliance rule, this work differs from comparable works on this measure, which contributed to its review priority.",1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.,The parliamentary term for this work's record could not be determined.,,,126900.0,,1.0,total expenditure,"same work category, state, and constituency",51.0,225092.0,299744.01960784313,0.196078431372549,-0.4362305190766442,"This work: ₹126,900. Comparable works (same work category, state, and constituency, n=51): median ₹225,092, mean ₹299,744. That is about 0.6× the peer median (below it), at the 19.6th percentile among comparable works.",,,2026-04-03,,,,,peer_anomaly_component,expenditure,3.793566,,peer_anomaly_component,3.793566,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,"Completed on 2026-04-03, with ₹126,900 disbursed at completion.",The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.
WS/MP624/2023-2024/71556,,,,,IN_PROGRESS,10.0623648782985,LOW,Deterministic compliance rule,Peer comparison,Expenditure recorded without a matching sanction on file,"Expenditure records exist for this work, but no sanction record is present in the canonical dataset.","This work is currently in progress (sanctioned, but not yet marked completed). This most commonly reflects a known structural gap between the two source data extracts used to build this dataset (affecting roughly 30% of works generally), not necessarily an irregularity specific to this work — but it should still be confirmed.",1. Confirm that a valid sanction was issued for this work and obtain the sanction record.,No sanction record on file; The parliamentary term for this work's record could not be determined.,,,92500.0,,1.0,,,,,,,,,,,,,,,,RULE-003,data_consistency,,,rule_risk_component,3.5,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,Not marked completed; no completion record on file.,No sanction record on file; The parliamentary term for this work's record could not be determined.,Verify sanction record,1. Confirm that a valid sanction was issued for this work and obtain the sanction record.
WS/MP18086/2025-2026/211926,,,,,IN_PROGRESS,8.734486889533969,LOW,Deterministic compliance rule,Data quality / coverage uncertainty,Expenditure recorded without a matching sanction on file,"Expenditure records exist for this work, but no sanction record is present in the canonical dataset.","This work is currently in progress (sanctioned, but not yet marked completed). This most commonly reflects a known structural gap between the two source data extracts used to build this dataset (affecting roughly 30% of works generally), not necessarily an irregularity specific to this work — but it should still be confirmed.",1. Confirm that a valid sanction was issued for this work and obtain the sanction record.,No sanction record on file; The parliamentary term for this work's record could not be determined.,,,150000.0,,1.0,,,,,,,,,,,,,,,,RULE-003,data_consistency,,,rule_risk_component,3.5,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,Not marked completed; no completion record on file.,No sanction record on file; The parliamentary term for this work's record could not be determined.,Verify sanction record,1. Confirm that a valid sanction was issued for this work and obtain the sanction record.
WS/MP770/2024-2025/97809,,,,,IN_PROGRESS,7.764917325780138,LOW,Deterministic compliance rule,Data quality / coverage uncertainty,Expenditure recorded without a matching sanction on file,"Expenditure records exist for this work, but no sanction record is present in the canonical dataset.","This work is currently in progress (sanctioned, but not yet marked completed). This most commonly reflects a known structural gap between the two source data extracts used to build this dataset (affecting roughly 30% of works generally), not necessarily an irregularity specific to this work — but it should still be confirmed.",1. Confirm that a valid sanction was issued for this work and obtain the sanction record.,No sanction record on file; The parliamentary term for this work's record could not be determined.,,,198634.0,,1.0,,,,,,,,,,,,,,,,RULE-003,data_consistency,,,rule_risk_component,3.5,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,Not marked completed; no completion record on file.,No sanction record on file; The parliamentary term for this work's record could not be determined.,Verify sanction record,1. Confirm that a valid sanction was issued for this work and obtain the sanction record.
WS/MP331/2026-2027/256129,,,,,IN_PROGRESS,6.096407227326598,LOW,Deterministic compliance rule,Data quality / coverage uncertainty,Expenditure recorded without a matching sanction on file,"Expenditure records exist for this work, but no sanction record is present in the canonical dataset.","This work is currently in progress (sanctioned, but not yet marked completed). This most commonly reflects a known structural gap between the two source data extracts used to build this dataset (affecting roughly 30% of works generally), not necessarily an irregularity specific to this work — but it should still be confirmed.",1. Confirm that a valid sanction was issued for this work and obtain the sanction record.,No sanction record on file; The parliamentary term for this work's record could not be determined.,,,294000.0,,1.0,,,,,,,,,,,,,,,,RULE-003,data_consistency,,,rule_risk_component,3.5,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,Not marked completed; no completion record on file.,No sanction record on file; The parliamentary term for this work's record could not be determined.,Verify sanction record,1. Confirm that a valid sanction was issued for this work and obtain the sanction record.
WS/MP18225/2025-2026/221943,Uttar Pradesh,KAUSHAMBI(SC),Normal/Others,Sangeeta Devi Shankar Lal Baruwa,POST_COMPLETION,5.81098239684579,LOW,Deterministic compliance rule,ML anomaly model (atypical combination of characteristics),Completed with no recorded expenditure,"This work is marked completed, but no expenditure records are present in the canonical dataset.","This work has been recorded as completed. This is a common data-availability gap in the source records rather than inherent evidence of an issue, but a completed work should normally have a matching expenditure trail.",1. Obtain or verify the expenditure records supporting this work's completion.,The parliamentary term for this work's record could not be determined.,,,,,,,,,,,,,,,,2026-08-22,,,,,RULE-004,data_consistency,,,rule_risk_component,3.5,No financial figures on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,"Completed on 2026-08-22, with ₹73,926 disbursed at completion.",The parliamentary term for this work's record could not be determined.,Verify expenditure record,1. Obtain or verify the expenditure records supporting this work's completion.
WS/MP598/2025-2026/226277,Himachal Pradesh,SHIMLA (SC),Normal/Others,Purchase of Sports Kit and Kabbadi Mate from Himalayan Yuth Sports and Culture Club Shillai GP Shillai Executive Agency BDO Shillai,POST_COMPLETION,5.650690646253712,LOW,Deterministic compliance rule,ML anomaly model (atypical combination of characteristics),Completed with no recorded expenditure,"This work is marked completed, but no expenditure records are present in the canonical dataset.","This work has been recorded as completed. This is a common data-availability gap in the source records rather than inherent evidence of an issue, but a completed work should normally have a matching expenditure trail.",1. Obtain or verify the expenditure records supporting this work's completion.,The parliamentary term for this work's record could not be determined.,,,,,,,,,,,,,,,,2025-12-31,,,,,RULE-004,data_consistency,,,rule_risk_component,3.5,No financial figures on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,"Completed on 2025-12-31, with ₹200,000 disbursed at completion.",The parliamentary term for this work's record could not be determined.,Verify expenditure record,1. Obtain or verify the expenditure records supporting this work's completion.
WS/MP814/2025-2026/246401,Uttar Pradesh,BULANDSHAHR(SC),Normal/Others,nagla bhumali me ram singh ke ghar ke paas chaurahe pr 8 way high mask light PCCD dwara,POST_COMPLETION,4.514688170877668,LOW,Deterministic compliance rule,Data quality / coverage uncertainty,Completed with no recorded expenditure,"This work is marked completed, but no expenditure records are present in the canonical dataset.","This work has been recorded as completed. This is a common data-availability gap in the source records rather than inherent evidence of an issue, but a completed work should normally have a matching expenditure trail.",1. Obtain or verify the expenditure records supporting this work's completion.,The parliamentary term for this work's record could not be determined.,,,,,,,,,,,,,,,,2026-04-01,,,,,RULE-004,data_consistency,,,rule_risk_component,3.5,No financial figures on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,"Completed on 2026-04-01, with ₹281,044 disbursed at completion.",The parliamentary term for this work's record could not be determined.,Verify expenditure record,1. Obtain or verify the expenditure records supporting this work's completion.
WS/MP18241/2024-2025/145273,Uttar Pradesh,SITAPUR,Normal/Others,GRAM HABIBPUR MAI SURENDRA RATHORE K MAKAN SE VINOD BAJPEI K MAKAN TAK 135 METER INTERLOCKIN WA NALI NIRMAN KARYA.,POST_COMPLETION,49.85561697601821,MEDIUM,Deterministic compliance rule,Peer comparison,Sanctioned with no recorded expenditure for an extended period,This work was sanctioned on 2025-01-03 — approximately 600 days ago — but no expenditure has been recorded against it.,"This work has been recorded as completed. A sanctioned work with no expenditure activity for an extended period may indicate the work has not started, is stalled, or expenditure records have not been updated.",1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.,Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,1514227.0,1514227.0,,,,,,,,,,,,2024-10-03,2025-01-03,2026-01-12,374.0,371.0,0.0080862533692722,"This work: 374 days. Comparable works (same work category, state, and constituency, n=20): median 371 days, mean 352 days. That is about 1.0× the peer median (above it), at the 77.5th percentile among comparable works.",RULE-002,lifecycle_delay,600.0,270.0,rule_risk_component,28.0,"Recommended amount, sanctioned amount on file.",Recommended on 2024-10-03; sanctioned on 2025-01-03. Work status on file: Physical Inspection.,"Completed on 2026-01-12, with ₹1,514,227 disbursed at completion.",Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,Confirm implementation status,1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.
WS/MP18228/2024-2025/147067,Uttar Pradesh,MACHHLISHAHR(SC),Normal/Others,SAMAR BAHADUR YADAV S\O MANRAJ YADAV K GHAR 01 NAG SOLAR LIGHT,POST_COMPLETION,47.166809619515554,MEDIUM,Deterministic compliance rule,Peer comparison,Sanctioned with no recorded expenditure for an extended period,This work was sanctioned on 2024-11-05 — approximately 659 days ago — but no expenditure has been recorded against it.,"This work has been recorded as completed. A sanctioned work with no expenditure activity for an extended period may indicate the work has not started, is stalled, or expenditure records have not been updated.",1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.,Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,20879.0,20879.0,,,,,,,,,,,,2024-10-18,2024-11-05,2026-01-21,442.0,423.0,0.0449172576832151,"This work: 442 days. Comparable works (same work category, state, and constituency, n=723): median 423 days, mean 331 days. That is about 1.0× the peer median (above it), at the 71.4th percentile among comparable works.",RULE-002,lifecycle_delay,659.0,270.0,rule_risk_component,28.0,"Recommended amount, sanctioned amount on file.",Recommended on 2024-10-18; sanctioned on 2024-11-05. Work status on file: Physical Inspection.,"Completed on 2026-01-21, with ₹20,879 disbursed at completion.",Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,Confirm implementation status,1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.
WS/MP654/2023-2024/10221,Madhya Pradesh,SHAHDOL (ST),Normal/Others,,IN_PROGRESS,45.36819966920953,MEDIUM,Deterministic compliance rule,Peer comparison,Sanctioned with no recorded expenditure for an extended period,"This work was sanctioned on 2023-10-06 — approximately 1,055 days ago — but no expenditure has been recorded against it.","This work is currently in progress (sanctioned, but not yet marked completed). A sanctioned work with no expenditure activity for an extended period may indicate the work has not started, is stalled, or expenditure records have not been updated.",1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.,No expenditure record on file.,345448.0,345448.0,,,,,,,,,,,,2023-08-16,2023-10-06,,1055.0,,,"This work has been in sanctioned/in-progress status for approximately 1,055 days so far. No official planned/expected completion date is available in the source data, so this is elapsed time, not a delay determination.",RULE-002,lifecycle_delay,1055.0,270.0,rule_risk_component,24.5,"Recommended amount, sanctioned amount on file.",Recommended on 2023-08-16; sanctioned on 2023-10-06. Work status on file: Physical Inspection.,Not marked completed; no completion record on file.,No expenditure record on file.,Confirm implementation status,1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.
WS/MP590/2025-2026/127367,,,,,IN_PROGRESS,44.41219556934546,MEDIUM,Peer comparison,Deterministic compliance rule,Notable difference from peer works on total expenditure,"Compared with peer works, this work's total expenditure stands out. This work: ₹1,670,000. Comparable works (same work category, state, and constituency, n=22491): median ₹299,440, mean ₹465,228. That is about 5.6× the peer median (above it), at the 97.0th percentile among comparable works.","This work is currently in progress (sanctioned, but not yet marked completed). Although not extreme enough to trigger an automatic compliance rule, this work differs from comparable works on this measure, which contributed to its review priority.",1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.,No sanction record on file; The parliamentary term for this work's record could not be determined.,,,1670000.0,,1.0,total expenditure,"same work category, state, and constituency",22491.0,299440.0,465228.1809417101,0.9695878351340536,4.577077210793481,"This work: ₹1,670,000. Comparable works (same work category, state, and constituency, n=22491): median ₹299,440, mean ₹465,228. That is about 5.6× the peer median (above it), at the 97.0th percentile among comparable works.",,,,,,,,peer_anomaly_component,expenditure,18.902567,,peer_anomaly_component,18.902567,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,Not marked completed; no completion record on file.,No sanction record on file; The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.
WS/MP18058/2024-2025/156615,Gujarat,VADODARA,Normal/Others,DHANORA GRAMPANCHAYT (RAMPURA) MUKAME GAM TADAV THI SIM TARAF RCC ROAD NI KAMGIRI,POST_COMPLETION,36.35384136481523,MEDIUM,Deterministic compliance rule,Peer comparison,Sanctioned with no recorded expenditure for an extended period,This work was sanctioned on 2025-01-28 — approximately 575 days ago — but no expenditure has been recorded against it.,"This work has been recorded as completed. A sanctioned work with no expenditure activity for an extended period may indicate the work has not started, is stalled, or expenditure records have not been updated.",1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.,Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,500000.0,500000.0,,,,,,,,,,,,2024-12-10,2025-01-28,2025-06-19,142.0,162.0,-0.1234567901234567,"This work: 142 days. Comparable works (same work category, state, and constituency, n=41): median 162 days, mean 194 days. That is about 0.9× the peer median (below it), at the 39.0th percentile among comparable works.",RULE-002,lifecycle_delay,575.0,270.0,rule_risk_component,28.0,"Recommended amount, sanctioned amount on file.",Recommended on 2024-12-10; sanctioned on 2025-01-28. Work status on file: Physical Inspection.,"Completed on 2025-06-19, with ₹500,000 disbursed at completion.",Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,Confirm implementation status,1. Verify the current physical/implementation status with the implementing agency. | 2. Confirm whether expenditure records are complete and up to date.
WS/MP344/2024-2025/131788,,,,,IN_PROGRESS,35.97287234492974,MEDIUM,Peer comparison,Deterministic compliance rule,Notable difference from peer works on total expenditure,"Compared with peer works, this work's total expenditure stands out. This work: ₹1,467,884. Comparable works (same work category, state, and constituency, n=22491): median ₹299,440, mean ₹465,228. That is about 4.9× the peer median (above it), at the 95.7th percentile among comparable works.","This work is currently in progress (sanctioned, but not yet marked completed). Although not extreme enough to trigger an automatic compliance rule, this work differs from comparable works on this measure, which contributed to its review priority.",1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.,No sanction record on file; The parliamentary term for this work's record could not be determined.,,,1467884.0,,1.0,total expenditure,"same work category, state, and constituency",22491.0,299440.0,465228.1809417101,0.9571384109199236,3.902097248196634,"This work: ₹1,467,884. Comparable works (same work category, state, and constituency, n=22491): median ₹299,440, mean ₹465,228. That is about 4.9× the peer median (above it), at the 95.7th percentile among comparable works.",,,,,,,,peer_anomaly_component,expenditure,18.285536,,peer_anomaly_component,18.285536,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,Not marked completed; no completion record on file.,No sanction record on file; The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.
WS/MP443/2025-2026/227647,,,,,IN_PROGRESS,32.871989000802,MEDIUM,Peer comparison,Deterministic compliance rule,Notable difference from peer works on total expenditure,"Compared with peer works, this work's total expenditure stands out. This work: ₹940,710. Comparable works (same work category, state, and constituency, n=22491): median ₹299,440, mean ₹465,228. That is about 3.1× the peer median (above it), at the 87.9th percentile among comparable works.","This work is currently in progress (sanctioned, but not yet marked completed). Although not extreme enough to trigger an automatic compliance rule, this work differs from comparable works on this measure, which contributed to its review priority.",1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.,No sanction record on file; The parliamentary term for this work's record could not be determined.,,,940710.0,,2.0,total expenditure,"same work category, state, and constituency",22491.0,299440.0,465228.1809417101,0.8789293495175848,2.141564253272776,"This work: ₹940,710. Comparable works (same work category, state, and constituency, n=22491): median ₹299,440, mean ₹465,228. That is about 3.1× the peer median (above it), at the 87.9th percentile among comparable works.",,,,,,,,peer_anomaly_component,expenditure,15.157174,,peer_anomaly_component,15.157174,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,Not marked completed; no completion record on file.,No sanction record on file; The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.
WS/MP18227/2024-2025/151443,Uttar Pradesh,LALGANJ (SC),Normal/Others,Gram nonari me highmast light,POST_COMPLETION,32.39628844832413,MEDIUM,Peer comparison,ML anomaly model (atypical combination of characteristics),Notable difference from peer works on expenditure as a share of the sanctioned amount,"Compared with peer works, this work's expenditure as a share of the sanctioned amount stands out. This work: 100.0%. Comparable works (same work category, state, and constituency, n=59): median 92.1%, mean 90.1%. That is 7.9 percentage points above the peer median, at the 83.1th percentile among comparable works.","This work has been recorded as completed. Although not extreme enough to trigger an automatic compliance rule, this work differs from comparable works on this measure, which contributed to its review priority.",1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.,Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,230979.0,230979.0,230979.0,1.0,1.0,expenditure as a share of the sanctioned amount,"same work category, state, and constituency",59.0,0.9206186186186186,0.9009380375708508,0.8305084745762712,0.0862261307516163,"This work: 100.0%. Comparable works (same work category, state, and constituency, n=59): median 92.1%, mean 90.1%. That is 7.9 percentage points above the peer median, at the 83.1th percentile among comparable works.",2024-11-08,2025-02-25,2025-09-19,206.0,439.0,-0.530751708428246,"This work: 206 days. Comparable works (same work category, state, and constituency, n=53): median 439 days, mean 346 days. That is about 0.5× the peer median (below it), at the 19.8th percentile among comparable works.",peer_anomaly_component,exp_sanction_ratio,16.525424,,peer_anomaly_component,16.525424,"Recommended amount, sanctioned amount, total expenditure on file.",Recommended on 2024-11-08; sanctioned on 2025-02-25. Work status on file: Physical Inspection.,"Completed on 2025-09-19, with ₹230,979 disbursed at completion.",Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.
WS/MP18158/2025-2026/199849,Punjab,PATIALA,Normal/Others,Construction of Shed for Crematorium in village handesra,POST_COMPLETION,25.899502633313,MEDIUM,Peer comparison,Deterministic compliance rule,Notable difference from peer works on total expenditure,"Compared with peer works, this work's total expenditure stands out. This work: ₹380,955. Comparable works (same work category, state, and constituency, n=41): median ₹147,000, mean ₹200,408. That is about 2.6× the peer median (above it), at the 90.2th percentile among comparable works.","This work has been recorded as completed. Although not extreme enough to trigger an automatic compliance rule, this work differs from comparable works on this measure, which contributed to its review priority.",1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.,The parliamentary term for this work's record could not be determined.,,,380955.0,,1.0,total expenditure,"same work category, state, and constituency",41.0,147000.0,200408.1463414634,0.902439024390244,1.591530612244898,"This work: ₹380,955. Comparable works (same work category, state, and constituency, n=41): median ₹147,000, mean ₹200,408. That is about 2.6× the peer median (above it), at the 90.2th percentile among comparable works.",,,2026-03-30,,,,,peer_anomaly_component,expenditure,20.121951,,peer_anomaly_component,20.121951,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,"Completed on 2026-03-30, with ₹380,955 disbursed at completion.",The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.
WS/MP18101/2025-2026/192382,Madhya Pradesh,DAMOH,Normal/Others,GRAM PANCHAYAT SIMRI JALAM ME YATRI PRITICHALAY MODOLE 03 KI KHAREED,POST_COMPLETION,25.448217572914587,MEDIUM,Peer comparison,ML anomaly model (atypical combination of characteristics),Notable difference from peer works on number of payment events,"Compared with peer works, this work's number of payment events stands out. This work: 1. Comparable works (same work category, state, and constituency, n=181): median 0, mean 0. This work is at the 82.0th percentile among comparable works.","This work has been recorded as completed. Although not extreme enough to trigger an automatic compliance rule, this work differs from comparable works on this measure, which contributed to its review priority.",1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.,Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,,,259942.0,,1.0,number of payment events,"same work category, state, and constituency",181.0,0.0,0.3646408839779005,0.8204419889502762,,"This work: 1. Comparable works (same work category, state, and constituency, n=181): median 0, mean 0. This work is at the 82.0th percentile among comparable works.",,,2025-09-28,,,,,peer_anomaly_component,payment_event,16.022099,,peer_anomaly_component,16.022099,Total expenditure on file.,No recommendation/sanction dates on file. Work status on file: not recorded.,"Completed on 2025-09-28, with ₹259,942 disbursed at completion.",Some contributing source records for this work could not be fully resolved; The parliamentary term for this work's record could not be determined.,Compare with peer works,1. Compare this work with peer works of the same category/state/constituency. | 2. Confirm the underlying figures against documentation.
